entity,tier,layer,pc1,pc2,method
statue,T6,20,18.669340133666992,-10.031415939331055,pca_entity_mean
table,T6,20,10.89573860168457,-14.168719291687012,pca_entity_mean
teenager,T1,20,37.149478912353516,1.0691114664077759,pca_entity_mean
trout,T3,20,-12.523489952087402,5.0137939453125,pca_entity_mean
tuna,T3,20,-9.812451362609863,-7.280333995819092,pca_entity_mean
whale,T2,20,-3.6246936321258545,13.15881633758545,pca_entity_mean
woman,T1,20,36.454463958740234,1.914259433746338,pca_entity_mean
woodlouse,T5,20,-5.263582229614258,-9.987042427062988,pca_entity_mean
worker,T1,20,20.157621383666992,-3.2145280838012695,pca_entity_mean
zebrafish,T3,20,-12.04564380645752,4.7759246826171875,pca_entity_mean
ant,T5,21,-10.656370162963867,-14.044295310974121,pca_entity_mean
aphid,T5,21,-10.699808120727539,-12.153429985046387,pca_entity_mean
bacterium,T6,21,8.288298606872559,-14.915821075439453,pca_entity_mean
bee,T4,21,-13.432068824768066,3.4472973346710205,pca_entity_mean
beetle,T5,21,-9.122798919677734,-2.998450517654419,pca_entity_mean
bumblebee,T4,21,-9.280110359191895,-6.591643810272217,pca_entity_mean
chicken,T3,21,-9.356527328491211,17.327470779418945,pca_entity_mean
child,T1,21,26.8505916595459,4.192378044128418,pca_entity_mean
chimpanzee,T2,21,-8.402118682861328,-3.0045788288116455,pca_entity_mean
cloud,T6,21,2.6827940940856934,-12.663524627685547,pca_entity_mean
cockroach,T5,21,-10.697120666503906,-2.0446391105651855,pca_entity_mean
cow,T2,21,-3.541107654571533,22.257444381713867,pca_entity_mean
crab,T4,21,-17.680830001831055,2.5185928344726562,pca_entity_mean
crayfish,T4,21,-10.866047859191895,-9.244718551635742,pca_entity_mean
crow,T3,21,-8.981440544128418,5.987661838531494,pca_entity_mean
dog,T2,21,8.693175315856934,23.817317962646484,pca_entity_mean
dolphin,T2,21,-1.1626389026641846,0.29525840282440186,pca_entity_mean
earthworm,T5,21,3.770721912384033,-4.381391525268555,pca_entity_mean
elderly person,T1,21,28.153751373291016,-3.818556547164917,pca_entity_mean
elephant,T2,21,-0.6952484846115112,17.45547103881836,pca_entity_mean
fly,T5,21,-10.40764331817627,-0.42035189270973206,pca_entity_mean
frog,T3,21,-5.570120334625244,13.142849922180176,pca_entity_mean
gecko,T3,21,-5.906080722808838,-6.2425360679626465,pca_entity_mean
horse,T2,21,5.573561668395996,25.624101638793945,pca_entity_mean
