sentence_id,entity,tier,template_id,template_type,n_tokens,n_entity_tokens,resid_post_norm,mlp_out_norm,attn_to_mean
T07_salmon,salmon,T3,T07,fear,13,1,62.46875,56.625,0.0208740234375
T08_salmon,salmon,T3,T08,fear,8,1,67.4375,61.34375,0.0506591796875
T09_salmon,salmon,T3,T09,scientific_welfare,9,1,53.15625,48.65625,0.023895263671875
T10_salmon,salmon,T3,T10,scientific_welfare,12,1,53.6875,48.9375,0.02618408203125
T11_salmon,salmon,T3,T11,scientific_welfare,12,1,46.96875,43.96875,0.0188140869140625
T12_salmon,salmon,T3,T12,scientific_welfare,11,1,45.03125,41.5,0.03204345703125
T13_salmon,salmon,T3,T13,moral_consideration,10,1,67.4375,61.34375,0.039276123046875
T14_salmon,salmon,T3,T14,moral_consideration,13,1,55.9375,51.25,0.0224456787109375
T15_salmon,salmon,T3,T15,moral_consideration,12,1,54.90625,49.75,0.01114654541015625
T16_salmon,salmon,T3,T16,moral_consideration,13,1,61.75,56.34375,0.0277557373046875
T17_salmon,salmon,T3,T17,neutral_control,7,1,67.4375,61.34375,0.057464599609375
T18_salmon,salmon,T3,T18,neutral_control,8,1,67.4375,61.34375,0.051361083984375
T19_salmon,salmon,T3,T19,neutral_control,12,1,75.1875,67.5625,0.04034423828125
T20_salmon,salmon,T3,T20,neutral_control,8,1,67.4375,61.34375,0.05029296875
T21_salmon,salmon,T3,T21,cross_framing,14,1,67.4375,61.34375,0.03466796875
T22_salmon,salmon,T3,T22,cross_framing,15,1,54.4375,49.4375,0.0292510986328125
T23_salmon,salmon,T3,T23,cross_framing,17,1,52.71875,48.15625,0.021759033203125
T24_salmon,salmon,T3,T24,cross_framing,21,1,65.375,59.15625,0.01751708984375
T25_salmon,salmon,T3,T25,cross_framing,19,1,67.4375,61.34375,0.04083251953125
T01_snake,snake,T3,T01,pain_suffering,6,1,88.9375,80.8125,0.05877685546875
T02_snake,snake,T3,T02,pain_suffering,9,1,92.625,81.5,0.0260162353515625
T03_snake,snake,T3,T03,pain_suffering,10,1,88.9375,80.8125,0.045440673828125
T04_snake,snake,T3,T04,pain_suffering,12,1,84.0625,74.3125,0.027618408203125
T05_snake,snake,T3,T05,fear,9,1,88.9375,80.8125,0.050445556640625
T06_snake,snake,T3,T06,fear,10,1,88.9375,80.8125,0.04119873046875
T07_snake,snake,T3,T07,fear,13,1,83.8125,76.3125,0.0172882080078125
T08_snake,snake,T3,T08,fear,8,1,88.9375,80.8125,0.048248291015625
T09_snake,snake,T3,T09,scientific_welfare,9,1,69.0625,63.0625,0.0240936279296875
T10_snake,snake,T3,T10,scientific_welfare,12,1,76.8125,67.5625,0.027587890625
T11_snake,snake,T3,T11,scientific_welfare,12,1,66.3125,62.0,0.019927978515625
T12_snake,snake,T3,T12,scientific_welfare,11,1,71.125,64.75,0.036224365234375
T13_snake,snake,T3,T13,moral_consideration,10,1,88.9375,80.8125,0.041473388671875
T14_snake,snake,T3,T14,moral_consideration,13,1,66.8125,60.96875,0.0230560302734375
T15_snake,snake,T3,T15,moral_consideration,12,1,67.625,61.59375,0.00826263427734375
T16_snake,snake,T3,T16,moral_consideration,13,1,81.5625,74.6875,0.0283660888671875
T17_snake,snake,T3,T17,neutral_control,7,1,88.9375,80.8125,0.05303955078125
T18_snake,snake,T3,T18,neutral_control,8,1,88.9375,80.8125,0.050750732421875
T19_snake,snake,T3,T19,neutral_control,12,1,96.5,87.0625,0.038848876953125
T20_snake,snake,T3,T20,neutral_control,8,1,88.9375,80.8125,0.04986572265625
T21_snake,snake,T3,T21,cross_framing,14,1,88.9375,80.8125,0.034271240234375
T22_snake,snake,T3,T22,cross_framing,15,1,74.0,66.6875,0.031219482421875
T23_snake,snake,T3,T23,cross_framing,17,1,67.625,61.75,0.021453857421875
T24_snake,snake,T3,T24,cross_framing,21,1,88.375,80.3125,0.0173492431640625
T25_snake,snake,T3,T25,cross_framing,19,1,88.9375,80.8125,0.041748046875
T01_trout,trout,T3,T01,pain_suffering,6,1,87.125,79.4375,0.0611572265625
T02_trout,trout,T3,T02,pain_suffering,9,1,93.375,82.8125,0.029266357421875
T03_trout,trout,T3,T03,pain_suffering,10,1,87.125,79.4375,0.051666259765625
T04_trout,trout,T3,T04,pain_suffering,12,1,95.625,85.6875,0.028839111328125
T05_trout,trout,T3,T05,fear,9,1,87.125,79.4375,0.05078125
T06_trout,trout,T3,T06,fear,10,1,87.125,79.4375,0.04229736328125
T07_trout,trout,T3,T07,fear,13,1,77.6875,70.875,0.02117919921875
T08_trout,trout,T3,T08,fear,8,1,87.125,79.4375,0.052093505859375
T09_trout,trout,T3,T09,scientific_welfare,9,1,75.25,70.0,0.027099609375
T10_trout,trout,T3,T10,scientific_welfare,12,1,83.875,73.875,0.0294342041015625
T11_trout,trout,T3,T11,scientific_welfare,12,1,73.4375,68.8125,0.0232391357421875
T12_trout,trout,T3,T12,scientific_welfare,11,1,78.125,72.0625,0.03765869140625
T13_trout,trout,T3,T13,moral_consideration,10,1,87.125,79.4375,0.041961669921875
T14_trout,trout,T3,T14,moral_consideration,13,1,75.5625,69.625,0.02484130859375
T15_trout,trout,T3,T15,moral_consideration,12,1,78.5,72.125,0.009185791015625
T16_trout,trout,T3,T16,moral_consideration,13,1,81.0625,74.1875,0.032318115234375
T17_trout,trout,T3,T17,neutral_control,7,1,87.125,79.4375,0.058685302734375
T18_trout,trout,T3,T18,neutral_control,8,1,87.125,79.4375,0.05194091796875
T19_trout,trout,T3,T19,neutral_control,12,1,94.6875,85.8125,0.046966552734375
T20_trout,trout,T3,T20,neutral_control,8,1,87.125,79.4375,0.05328369140625
T21_trout,trout,T3,T21,cross_framing,14,1,87.125,79.4375,0.034942626953125
T22_trout,trout,T3,T22,cross_framing,15,1,75.6875,68.625,0.031402587890625
T23_trout,trout,T3,T23,cross_framing,17,1,74.1875,68.3125,0.02435302734375
T24_trout,trout,T3,T24,cross_framing,21,1,90.8125,79.75,0.0188446044921875
T25_trout,trout,T3,T25,cross_framing,19,1,87.125,79.4375,0.04107666015625
T01_tuna,tuna,T3,T01,pain_suffering,7,2,63.5625,57.78125,0.03631591796875
T02_tuna,tuna,T3,T02,pain_suffering,10,2,55.90625,48.09375,0.019317626953125
T03_tuna,tuna,T3,T03,pain_suffering,11,2,63.5625,57.78125,0.027587890625
T04_tuna,tuna,T3,T04,pain_suffering,13,2,61.09375,55.0625,0.0161285400390625
T05_tuna,tuna,T3,T05,fear,10,2,63.5625,57.78125,0.0294189453125
T06_tuna,tuna,T3,T06,fear,11,2,63.5625,57.78125,0.0255279541015625
T07_tuna,tuna,T3,T07,fear,14,2,56.8125,48.4375,0.0131988525390625
T08_tuna,tuna,T3,T08,fear,9,2,63.5625,57.78125,0.0277099609375
T09_tuna,tuna,T3,T09,scientific_welfare,10,2,54.59375,49.5625,0.019989013671875
T10_tuna,tuna,T3,T10,scientific_welfare,13,2,56.5625,51.40625,0.019500732421875
T11_tuna,tuna,T3,T11,scientific_welfare,13,2,59.90625,55.65625,0.0160980224609375
T12_tuna,tuna,T3,T12,scientific_welfare,12,2,58.21875,53.15625,0.0236663818359375
T13_tuna,tuna,T3,T13,moral_consideration,11,2,63.5625,57.78125,0.0255279541015625
T14_tuna,tuna,T3,T14,moral_consideration,14,2,55.1875,48.03125,0.0156097412109375
T15_tuna,tuna,T3,T15,moral_consideration,13,2,59.0,51.0625,0.01007080078125
T16_tuna,tuna,T3,T16,moral_consideration,14,2,58.125,51.3125,0.0197601318359375
T17_tuna,tuna,T3,T17,neutral_control,8,2,63.5625,57.78125,0.033294677734375
T18_tuna,tuna,T3,T18,neutral_control,9,2,63.5625,57.78125,0.0309906005859375
T19_tuna,tuna,T3,T19,neutral_control,13,2,59.71875,53.1875,0.0225677490234375
T20_tuna,tuna,T3,T20,neutral_control,9,2,63.5625,57.78125,0.03240966796875
T21_tuna,tuna,T3,T21,cross_framing,15,2,63.5625,57.78125,0.0208740234375
T22_tuna,tuna,T3,T22,cross_framing,16,2,54.25,46.46875,0.0181427001953125
T23_tuna,tuna,T3,T23,cross_framing,18,2,55.46875,48.3125,0.01450347900390625
T24_tuna,tuna,T3,T24,cross_framing,22,2,61.28125,53.34375,0.01200103759765625
T25_tuna,tuna,T3,T25,cross_framing,20,2,63.5625,57.78125,0.0223236083984375
T01_zebrafish,zebrafish,T3,T01,pain_suffering,6,1,78.875,72.9375,0.0706787109375
T02_zebrafish,zebrafish,T3,T02,pain_suffering,9,1,88.0625,78.8125,0.033538818359375
T03_zebrafish,zebrafish,T3,T03,pain_suffering,10,1,78.875,72.9375,0.06304931640625
T04_zebrafish,zebrafish,T3,T04,pain_suffering,12,1,84.625,75.375,0.035247802734375
T05_zebrafish,zebrafish,T3,T05,fear,9,1,78.875,72.9375,0.0634765625
T06_zebrafish,zebrafish,T3,T06,fear,10,1,78.875,72.9375,0.052642822265625
T07_zebrafish,zebrafish,T3,T07,fear,13,1,71.625,64.125,0.028656005859375
T08_zebrafish,zebrafish,T3,T08,fear,8,1,78.875,72.9375,0.062408447265625
T09_zebrafish,zebrafish,T3,T09,scientific_welfare,9,1,81.5625,73.625,0.029937744140625
T10_zebrafish,zebrafish,T3,T10,scientific_welfare,12,1,82.4375,74.1875,0.031951904296875
T11_zebrafish,zebrafish,T3,T11,scientific_welfare,12,1,78.8125,74.9375,0.0259552001953125
T12_zebrafish,zebrafish,T3,T12,scientific_welfare,11,1,83.125,75.6875,0.04498291015625
T13_zebrafish,zebrafish,T3,T13,moral_consideration,10,1,78.875,72.9375,0.053619384765625
T14_zebrafish,zebrafish,T3,T14,moral_consideration,13,1,79.375,71.1875,0.0279083251953125
T15_zebrafish,zebrafish,T3,T15,moral_consideration,12,1,77.9375,66.375,0.01403045654296875
T16_zebrafish,zebrafish,T3,T16,moral_consideration,13,1,79.5625,70.5,0.035552978515625
T17_zebrafish,zebrafish,T3,T17,neutral_control,7,1,78.875,72.9375,0.070068359375
T18_zebrafish,zebrafish,T3,T18,neutral_control,8,1,78.875,72.9375,0.06475830078125
T19_zebrafish,zebrafish,T3,T19,neutral_control,12,1,77.3125,70.25,0.047088623046875
T20_zebrafish,zebrafish,T3,T20,neutral_control,8,1,78.875,72.9375,0.06439208984375
T21_zebrafish,zebrafish,T3,T21,cross_framing,14,1,78.875,72.9375,0.045623779296875
T22_zebrafish,zebrafish,T3,T22,cross_framing,15,1,68.4375,62.5,0.04095458984375
T23_zebrafish,zebrafish,T3,T23,cross_framing,17,1,78.0,70.1875,0.029388427734375
T24_zebrafish,zebrafish,T3,T24,cross_framing,21,1,84.125,75.1875,0.0238494873046875
T25_zebrafish,zebrafish,T3,T25,cross_framing,19,1,78.875,72.9375,0.047210693359375
T01_bee,bee,T4,T01,pain_suffering,6,1,67.5625,60.46875,0.06903076171875
T02_bee,bee,T4,T02,pain_suffering,9,1,62.8125,55.84375,0.02734375
T03_bee,bee,T4,T03,pain_suffering,10,1,67.5625,60.46875,0.050140380859375
T04_bee,bee,T4,T04,pain_suffering,12,1,64.5625,58.46875,0.0249176025390625
T05_bee,bee,T4,T05,fear,9,1,67.5625,60.46875,0.055633544921875
T06_bee,bee,T4,T06,fear,10,1,67.5625,60.46875,0.047332763671875
T07_bee,bee,T4,T07,fear,13,1,63.90625,57.25,0.016693115234375
T08_bee,bee,T4,T08,fear,8,1,67.5625,60.46875,0.052642822265625
T09_bee,bee,T4,T09,scientific_welfare,9,1,58.1875,52.84375,0.0267181396484375
T10_bee,bee,T4,T10,scientific_welfare,12,1,55.46875,50.25,0.031280517578125
T11_bee,bee,T4,T11,scientific_welfare,12,1,56.0625,51.71875,0.0217132568359375
T12_bee,bee,T4,T12,scientific_welfare,11,1,58.875,53.625,0.03997802734375
T13_bee,bee,T4,T13,moral_consideration,10,1,67.5625,60.46875,0.04803466796875
T14_bee,bee,T4,T14,moral_consideration,13,1,56.3125,50.40625,0.0268402099609375
T15_bee,bee,T4,T15,moral_consideration,12,1,61.96875,55.46875,0.00902557373046875
T16_bee,bee,T4,T16,moral_consideration,13,1,63.1875,57.1875,0.029022216796875
T17_bee,bee,T4,T17,neutral_control,7,1,67.5625,60.46875,0.0565185546875
T18_bee,bee,T4,T18,neutral_control,8,1,67.5625,60.46875,0.055419921875
T19_bee,bee,T4,T19,neutral_control,12,1,62.75,56.21875,0.041015625
T20_bee,bee,T4,T20,neutral_control,8,1,67.5625,60.46875,0.055084228515625
T21_bee,bee,T4,T21,cross_framing,14,1,67.5625,60.46875,0.03924560546875
T22_bee,bee,T4,T22,cross_framing,15,1,59.15625,52.84375,0.03460693359375
T23_bee,bee,T4,T23,cross_framing,17,1,58.40625,52.90625,0.026031494140625
T24_bee,bee,T4,T24,cross_framing,21,1,66.75,59.875,0.017608642578125
T25_bee,bee,T4,T25,cross_framing,19,1,67.5625,60.46875,0.042633056640625
T01_bumblebee,bumblebee,T4,T01,pain_suffering,8,3,64.1875,57.40625,0.032958984375
T02_bumblebee,bumblebee,T4,T02,pain_suffering,11,3,69.125,60.40625,0.0183563232421875
T03_bumblebee,bumblebee,T4,T03,pain_suffering,12,3,64.1875,57.40625,0.0254974365234375
T04_bumblebee,bumblebee,T4,T04,pain_suffering,14,3,65.625,57.625,0.0159149169921875
T05_bumblebee,bumblebee,T4,T05,fear,11,3,64.1875,57.40625,0.02752685546875
T06_bumblebee,bumblebee,T4,T06,fear,12,3,64.1875,57.40625,0.0241851806640625
T07_bumblebee,bumblebee,T4,T07,fear,15,3,64.125,54.46875,0.014190673828125
T08_bumblebee,bumblebee,T4,T08,fear,10,3,64.1875,57.40625,0.02734375
T09_bumblebee,bumblebee,T4,T09,scientific_welfare,11,3,58.59375,52.46875,0.0183258056640625
T10_bumblebee,bumblebee,T4,T10,scientific_welfare,14,3,59.84375,52.5,0.01800537109375
T11_bumblebee,bumblebee,T4,T11,scientific_welfare,14,3,61.1875,55.53125,0.01471710205078125
T12_bumblebee,bumblebee,T4,T12,scientific_welfare,13,3,62.03125,55.6875,0.0211944580078125
T13_bumblebee,bumblebee,T4,T13,moral_consideration,12,3,64.1875,57.40625,0.025360107421875
T14_bumblebee,bumblebee,T4,T14,moral_consideration,15,3,62.75,54.09375,0.0148162841796875
T15_bumblebee,bumblebee,T4,T15,moral_consideration,14,3,65.5,54.15625,0.011260986328125
T16_bumblebee,bumblebee,T4,T16,moral_consideration,15,3,64.6875,56.03125,0.0164642333984375
T17_bumblebee,bumblebee,T4,T17,neutral_control,9,3,64.1875,57.40625,0.0311737060546875
T18_bumblebee,bumblebee,T4,T18,neutral_control,10,3,64.1875,57.40625,0.0286407470703125
T19_bumblebee,bumblebee,T4,T19,neutral_control,14,3,65.875,58.0,0.0210723876953125
T20_bumblebee,bumblebee,T4,T20,neutral_control,10,3,64.1875,57.40625,0.028656005859375
T21_bumblebee,bumblebee,T4,T21,cross_framing,16,3,64.1875,57.40625,0.0204010009765625
T22_bumblebee,bumblebee,T4,T22,cross_framing,17,3,62.125,53.46875,0.0185089111328125
T23_bumblebee,bumblebee,T4,T23,cross_framing,19,3,65.8125,56.125,0.01367950439453125
T24_bumblebee,bumblebee,T4,T24,cross_framing,23,3,70.25,61.4375,0.01136016845703125
T25_bumblebee,bumblebee,T4,T25,cross_framing,21,3,64.1875,57.40625,0.020355224609375
T01_crab,crab,T4,T01,pain_suffering,6,1,71.5,64.4375,0.056182861328125
T02_crab,crab,T4,T02,pain_suffering,9,1,74.375,66.8125,0.023712158203125
T03_crab,crab,T4,T03,pain_suffering,10,1,71.5,64.4375,0.043548583984375
T04_crab,crab,T4,T04,pain_suffering,12,1,72.8125,65.9375,0.0237579345703125
T05_crab,crab,T4,T05,fear,9,1,71.5,64.4375,0.048095703125
T06_crab,crab,T4,T06,fear,10,1,71.5,64.4375,0.0380859375
T07_crab,crab,T4,T07,fear,13,1,67.6875,60.8125,0.0163421630859375
T08_crab,crab,T4,T08,fear,8,1,71.5,64.4375,0.046630859375
T09_crab,crab,T4,T09,scientific_welfare,9,1,74.4375,68.375,0.0259857177734375
T10_crab,crab,T4,T10,scientific_welfare,12,1,74.75,68.25,0.0279388427734375
T11_crab,crab,T4,T11,scientific_welfare,12,1,70.9375,66.3125,0.01922607421875
T12_crab,crab,T4,T12,scientific_welfare,11,1,73.3125,67.125,0.035919189453125
T13_crab,crab,T4,T13,moral_consideration,10,1,71.5,64.4375,0.04034423828125
T14_crab,crab,T4,T14,moral_consideration,13,1,68.4375,62.5,0.0216064453125
T15_crab,crab,T4,T15,moral_consideration,12,1,67.4375,61.3125,0.00811004638671875
T16_crab,crab,T4,T16,moral_consideration,13,1,72.1875,65.5625,0.0249786376953125
T17_crab,crab,T4,T17,neutral_control,7,1,71.5,64.4375,0.053680419921875
T18_crab,crab,T4,T18,neutral_control,8,1,71.5,64.4375,0.04779052734375
T19_crab,crab,T4,T19,neutral_control,12,1,77.25,69.125,0.039031982421875
T20_crab,crab,T4,T20,neutral_control,8,1,71.5,64.4375,0.046905517578125
T21_crab,crab,T4,T21,cross_framing,14,1,71.5,64.4375,0.0312347412109375
T22_crab,crab,T4,T22,cross_framing,15,1,65.75,59.34375,0.029296875
T23_crab,crab,T4,T23,cross_framing,17,1,64.0625,58.375,0.0201568603515625
T24_crab,crab,T4,T24,cross_framing,21,1,78.0625,70.4375,0.01568603515625
T25_crab,crab,T4,T25,cross_framing,19,1,71.5,64.4375,0.039276123046875
T01_crayfish,crayfish,T4,T01,pain_suffering,8,3,68.25,61.09375,0.034912109375
T02_crayfish,crayfish,T4,T02,pain_suffering,11,3,73.4375,62.375,0.0182952880859375
T03_crayfish,crayfish,T4,T03,pain_suffering,12,3,68.25,61.09375,0.0282440185546875
T04_crayfish,crayfish,T4,T04,pain_suffering,14,3,70.625,60.5625,0.0164947509765625
T05_crayfish,crayfish,T4,T05,fear,11,3,68.25,61.09375,0.0295867919921875
T06_crayfish,crayfish,T4,T06,fear,12,3,68.25,61.09375,0.0260162353515625
T07_crayfish,crayfish,T4,T07,fear,15,3,65.3125,54.09375,0.0142669677734375
T08_crayfish,crayfish,T4,T08,fear,10,3,68.25,61.09375,0.030303955078125
T09_crayfish,crayfish,T4,T09,scientific_welfare,11,3,61.78125,55.125,0.018218994140625
T10_crayfish,crayfish,T4,T10,scientific_welfare,14,3,67.0625,57.4375,0.0176544189453125
T11_crayfish,crayfish,T4,T11,scientific_welfare,14,3,61.5625,57.0,0.0146331787109375
T12_crayfish,crayfish,T4,T12,scientific_welfare,13,3,65.125,57.03125,0.021514892578125
T13_crayfish,crayfish,T4,T13,moral_consideration,12,3,68.25,61.09375,0.0261077880859375
T14_crayfish,crayfish,T4,T14,moral_consideration,15,3,65.1875,54.5,0.0149383544921875
T15_crayfish,crayfish,T4,T15,moral_consideration,14,3,65.3125,54.53125,0.0106964111328125
T16_crayfish,crayfish,T4,T16,moral_consideration,15,3,68.625,57.5,0.0172119140625
T17_crayfish,crayfish,T4,T17,neutral_control,9,3,68.25,61.09375,0.033843994140625
T18_crayfish,crayfish,T4,T18,neutral_control,10,3,68.25,61.09375,0.0311431884765625
T19_crayfish,crayfish,T4,T19,neutral_control,14,3,70.25,60.34375,0.021697998046875
T20_crayfish,crayfish,T4,T20,neutral_control,10,3,68.25,61.09375,0.031494140625
T21_crayfish,crayfish,T4,T21,cross_framing,16,3,68.25,61.09375,0.0218963623046875
T22_crayfish,crayfish,T4,T22,cross_framing,17,3,64.375,55.125,0.018402099609375
T23_crayfish,crayfish,T4,T23,cross_framing,19,3,67.625,56.875,0.013427734375
T24_crayfish,crayfish,T4,T24,cross_framing,23,3,72.1875,61.65625,0.01123809814453125
T25_crayfish,crayfish,T4,T25,cross_framing,21,3,68.25,61.09375,0.02252197265625
T01_lobster,lobster,T4,T01,pain_suffering,7,2,69.5,60.6875,0.03863525390625
T02_lobster,lobster,T4,T02,pain_suffering,10,2,67.0625,56.71875,0.0210418701171875
T03_lobster,lobster,T4,T03,pain_suffering,11,2,69.5,60.6875,0.0306854248046875
T04_lobster,lobster,T4,T04,pain_suffering,13,2,66.5625,55.0,0.0196990966796875
T05_lobster,lobster,T4,T05,fear,10,2,69.5,60.6875,0.0311737060546875
T06_lobster,lobster,T4,T06,fear,11,2,69.5,60.6875,0.027587890625
T07_lobster,lobster,T4,T07,fear,14,2,63.9375,55.3125,0.0147857666015625
T08_lobster,lobster,T4,T08,fear,9,2,69.5,60.6875,0.031463623046875
T09_lobster,lobster,T4,T09,scientific_welfare,10,2,65.875,57.875,0.0200653076171875
T10_lobster,lobster,T4,T10,scientific_welfare,13,2,65.3125,56.5,0.0204010009765625
T11_lobster,lobster,T4,T11,scientific_welfare,13,2,65.125,56.1875,0.016998291015625
T12_lobster,lobster,T4,T12,scientific_welfare,12,2,63.59375,54.90625,0.0241851806640625
T13_lobster,lobster,T4,T13,moral_consideration,11,2,69.5,60.6875,0.029449462890625
T14_lobster,lobster,T4,T14,moral_consideration,14,2,63.21875,53.75,0.0169525146484375
T15_lobster,lobster,T4,T15,moral_consideration,13,2,63.9375,53.375,0.0103759765625
T16_lobster,lobster,T4,T16,moral_consideration,14,2,63.875,54.4375,0.019317626953125
T17_lobster,lobster,T4,T17,neutral_control,8,2,69.5,60.6875,0.037078857421875
T18_lobster,lobster,T4,T18,neutral_control,9,2,69.5,60.6875,0.033477783203125
T19_lobster,lobster,T4,T19,neutral_control,13,2,65.8125,58.625,0.026947021484375
T20_lobster,lobster,T4,T20,neutral_control,9,2,69.5,60.6875,0.033477783203125
T21_lobster,lobster,T4,T21,cross_framing,15,2,69.5,60.6875,0.0228729248046875
T22_lobster,lobster,T4,T22,cross_framing,16,2,63.3125,55.125,0.0218048095703125
T23_lobster,lobster,T4,T23,cross_framing,18,2,62.5625,52.875,0.0154876708984375
T24_lobster,lobster,T4,T24,cross_framing,22,2,68.875,57.9375,0.0129547119140625
T25_lobster,lobster,T4,T25,cross_framing,20,2,69.5,60.6875,0.0234375
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,8,3,67.125,59.625,0.035125732421875
T02_mantis_shrimp,mantis shrimp,T4,T02,pain_suffering,11,3,73.9375,64.875,0.0197906494140625
